timestamp,engine_id,load_kw,rpm,param,value,unit,min,max
2026-01-01 01:00:00,DG4,160,1500,htcw_engine_outlet_temp_c,81.80,c,0,90
2026-01-01 01:00:00,DG4,160,1500,charge_air_pressure_bar,3.02,bar,0,3.5
2026-01-01 02:00:00,DG1,480,1800,engine_lo_inlet_pressure_bar,4.06,bar,3.5,4.5
2026-01-01 02:00:00,DG1,480,1800,tc_lo_inlet_pressure_bar,1.61,bar,1.3,2.0
2026-01-01 02:00:00,DG1,480,1800,lo_inlet_temp_c,58.03,c,0,65
2026-01-01 02:00:00,DG1,480,1800,htcw_engine_outlet_temp_c,82.22,c,0,90
2026-01-01 02:00:00,DG1,480,1800,charge_air_pressure_bar,3.10,bar,0,3.5
2026-01-01 02:00:00,DG2,160,1500,engine_lo_inlet_pressure_bar,4.15,bar,3.5,4.5
2026-01-01 02:00:00,DG2,160,1500,tc_lo_inlet_pressure_bar,1.60,bar,1.3,2.0
2026-01-01 02:00:00,DG2,160,1500,lo_inlet_temp_c,58.02,c,0,65
2026-01-01 02:00:00,DG2,160,1500,htcw_engine_outlet_temp_c,81.80,c,0,90
2026-01-01 02:00:00,DG2,160,1500,charge_air_pressure_bar,3.07,bar,0,3.5
2026-01-01 02:00:00,DG3,240,1800,engine_lo_inlet_pressure_bar,4.10,bar,3.5,4.5
2026-01-01 02:00:00,DG3,240,1800,tc_lo_inlet_pressure_bar,1.55,bar,1.3,2.0
2026-01-01 02:00:00,DG3,240,1800,lo_inlet_temp_c,58.05,c,0,65
2026-01-01 02:00:00,DG3,240,1800,htcw_engine_outlet_temp_c,81.94,c,0,90
2026-01-01 02:00:00,DG3,240,1800,charge_air_pressure_bar,2.99,bar,0,3.5
2026-01-01 02:00:00,DG4,480,1800,engine_lo_inlet_pressure_bar,4.07,bar,3.5,4.5
2026-01-01 02:00:00,DG4,480,1800,tc_lo_inlet_pressure_bar,1.58,bar,1.3,2.0
2026-01-01 02:00:00,DG4,480,1800,lo_inlet_temp_c,58.01,c,0,65
2026-01-01 02:00:00,DG4,480,1800,htcw_engine_outlet_temp_c,82.20,c,0,90
2026-01-01 02:00:00,DG4,480,1800,charge_air_pressure_bar,3.09,bar,0,3.5
2026-01-01 03:00:00,DG1,640,1800,engine_lo_inlet_pressure_bar,4.03,bar,3.5,4.5
2026-01-01 03:00:00,DG1,640,1800,tc_lo_inlet_pressure_bar,1.57,bar,1.3,2.0
2026-01-01 03:00:00,DG1,640,1800,lo_inlet_temp_c,58.00,c,0,65
2026-01-01 03:00:00,DG1,640,1800,htcw_engine_outlet_temp_c,82.51,c,0,90
2026-01-01 03:00:00,DG1,640,1800,charge_air_pressure_bar,3.17,bar,0,3.5
2026-01-01 03:00:00,DG2,160,1500,engine_lo_inlet_pressure_bar,4.13,bar,3.5,4.5
2026-01-01 03:00:00,DG2,160,1500,tc_lo_inlet_pressure_bar,1.61,bar,1.3,2.0
2026-01-01 03:00:00,DG2,160,1500,lo_inlet_temp_c,58.00,c,0,65
2026-01-01 03:00:00,DG2,160,1500,htcw_engine_outlet_temp_c,81.84,c,0,90
2026-01-01 03:00:00,DG2,160,1500,charge_air_pressure_bar,3.09,bar,0,3.5
2026-01-01 03:00:00,DG3,640,1800,engine_lo_inlet_pressure_bar,4.08,bar,3.5,4.5
2026-01-01 03:00:00,DG3,640,1800,tc_lo_inlet_pressure_bar,1.57,bar,1.3,2.0
2026-01-01 03:00:00,DG3,640,1800,lo_inlet_temp_c,58.10,c,0,65
2026-01-01 03:00:00,DG3,640,1800,htcw_engine_outlet_temp_c,82.47,c,0,90
2026-01-01 03:00:00,DG3,640,1800,charge_air_pressure_bar,3.21,bar,0,3.5
2026-01-01 03:00:00,DG4,160,1500,engine_lo_inlet_pressure_bar,4.06,bar,3.5,4.5
2026-01-01 03:00:00,DG4,160,1500,tc_lo_inlet_pressure_bar,1.56,bar,1.3,2.0
2026-01-01 03:00:00,DG4,160,1500,lo_inlet_temp_c,57.99,c,0,65
2026-01-01 03:00:00,DG4,160,1500,htcw_engine_outlet_temp_c,81.84,c,0,90
2026-01-01 03:00:00,DG4,160,1500,charge_air_pressure_bar,2.99,bar,0,3.5
2026-01-01 04:00:00,DG1,320,1800,engine_lo_inlet_pressure_bar,4.06,bar,3.5,4.5
2026-01-01 04:00:00,DG1,320,1800,tc_lo_inlet_pressure_bar,1.56,bar,1.3,2.0
2026-01-01 04:00:00,DG1,320,1800,lo_inlet_temp_c,58.01,c,0,65
2026-01-01 04:00:00,DG1,320,1800,htcw_engine_outlet_temp_c,82.08,c,0,90
2026-01-01 04:00:00,DG1,320,1800,charge_air_pressure_bar,3.05,bar,0,3.5
2026-01-01 04:00:00,DG2,640,1800,engine_lo_inlet_pressure_bar,4.08,bar,3.5,4.5
2026-01-01 04:00:00,DG2,640,1800,tc_lo_inlet_pressure_bar,1.60,bar,1.3,2.0
2026-01-01 04:00:00,DG2,640,1800,lo_inlet_temp_c,57.98,c,0,65
2026-01-01 04:00:00,DG2,640,1800,htcw_engine_outlet_temp_c,82.46,c,0,90
2026-01-01 04:00:00,DG2,640,1800,charge_air_pressure_bar,3.23,bar,0,3.5
2026-01-01 04:00:00,DG3,640,1800,engine_lo_inlet_pressure_bar,4.04,bar,3.5,4.5
2026-01-01 04:00:00,DG3,640,1800,tc_lo_inlet_pressure_bar,1.54,bar,1.3,2.0
2026-01-01 04:00:00,DG3,640,1800,lo_inlet_temp_c,58.09,c,0,65
2026-01-01 04:00:00,DG3,640,1800,htcw_engine_outlet_temp_c,82.46,c,0,90
2026-01-01 04:00:00,DG3,640,1800,charge_air_pressure_bar,3.15,bar,0,3.5
2026-01-01 04:00:00,DG4,160,1500,engine_lo_inlet_pressure_bar,4.02,bar,3.5,4.5
2026-01-01 04:00:00,DG4,160,1500,tc_lo_inlet_pressure_bar,1.53,bar,1.3,2.0
2026-01-01 04:00:00,DG4,160,1500,lo_inlet_temp_c,57.98,c,0,65
2026-01-01 04:00:00,DG4,160,1500,htcw_engine_outlet_temp_c,81.82,c,0,90
2026-01-01 04:00:00,DG4,160,1500,charge_air_pressure_bar,3.02,bar,0,3.5
2026-01-01 05:00:00,DG1,320,1800,engine_lo_inlet_pressure_bar,4.03,bar,3.5,4.5
2026-01-01 05:00:00,DG1,320,1800,tc_lo_inlet_pressure_bar,1.55,bar,1.3,2.0
2026-01-01 05:00:00,DG1,320,1800,lo_inlet_temp_c,58.07,c,0,65
2026-01-01 05:00:00,DG1,320,1800,htcw_engine_outlet_temp_c,82.07,c,0,90
2026-01-01 05:00:00,DG1,320,1800,charge_air_pressure_bar,3.03,bar,0,3.5
2026-01-01 05:00:00,DG2,640,1800,engine_lo_inlet_pressure_bar,4.04,bar,3.5,4.5
2026-01-01 05:00:00,DG2,640,1800,tc_lo_inlet_pressure_bar,1.60,bar,1.3,2.0
2026-01-01 05:00:00,DG2,640,1800,lo_inlet_temp_c,58.01,c,0,65
2026-01-01 05:00:00,DG2,640,1800,htcw_engine_outlet_temp_c,82.39,c,0,90
2026-01-01 05:00:00,DG2,640,1800,charge_air_pressure_bar,3.20,bar,0,3.5
2026-01-01 05:00:00,DG3,320,1800,engine_lo_inlet_pressure_bar,4.00,bar,3.5,4.5
2026-01-01 05:00:00,DG3,320,1800,tc_lo_inlet_pressure_bar,1.53,bar,1.3,2.0
2026-01-01 05:00:00,DG3,320,1800,lo_inlet_temp_c,58.16,c,0,65
2026-01-01 05:00:00,DG3,320,1800,htcw_engine_outlet_temp_c,82.09,c,0,90
2026-01-01 05:00:00,DG3,320,1800,charge_air_pressure_bar,3.04,bar,0,3.5
2026-01-01 05:00:00,DG4,320,1800,engine_lo_inlet_pressure_bar,4.01,bar,3.5,4.5
2026-01-01 05:00:00,DG4,320,1800,tc_lo_inlet_pressure_bar,1.52,bar,1.3,2.0
2026-01-01 05:00:00,DG4,320,1800,lo_inlet_temp_c,58.03,c,0,65
2026-01-01 05:00:00,DG4,320,1800,htcw_engine_outlet_temp_c,81.96,c,0,90
2026-01-01 05:00:00,DG4,320,1800,charge_air_pressure_bar,3.09,bar,0,3.5
2026-01-01 06:00:00,DG1,480,1800,engine_lo_inlet_pressure_bar,4.03,bar,3.5,4.5
2026-01-01 06:00:00,DG1,480,1800,tc_lo_inlet_pressure_bar,1.53,bar,1.3,2.0
2026-01-01 06:00:00,DG1,480,1800,lo_inlet_temp_c,58.07,c,0,65
2026-01-01 06:00:00,DG1,480,1800,htcw_engine_outlet_temp_c,82.31,c,0,90
2026-01-01 06:00:00,DG1,480,1800,charge_air_pressure_bar,3.07,bar,0,3.5
2026-01-01 06:00:00,DG2,160,1500,engine_lo_inlet_pressure_bar,4.12,bar,3.5,4.5
2026-01-01 06:00:00,DG2,160,1500,tc_lo_inlet_pressure_bar,1.60,bar,1.3,2.0
2026-01-01 06:00:00,DG2,160,1500,lo_inlet_temp_c,58.02,c,0,65
2026-01-01 06:00:00,DG2,160,1500,htcw_engine_outlet_temp_c,81.84,c,0,90
2026-01-01 06:00:00,DG2,160,1500,charge_air_pressure_bar,3.05,bar,0,3.5
2026-01-01 06:00:00,DG3,320,1800,engine_lo_inlet_pressure_bar,4.04,bar,3.5,4.5
2026-01-01 06:00:00,DG3,320,1800,tc_lo_inlet_pressure_bar,1.53,bar,1.3,2.0
2026-01-01 06:00:00,DG3,320,1800,lo_inlet_temp_c,58.12,c,0,65
2026-01-01 06:00:00,DG3,320,1800,htcw_engine_outlet_temp_c,82.11,c,0,90
2026-01-01 06:00:00,DG3,320,1800,charge_air_pressure_bar,3.07,bar,0,3.5
2026-01-01 06:00:00,DG4,640,1800,engine_lo_inlet_pressure_bar,4.09,bar,3.5,4.5
2026-01-01 06:00:00,DG4,640,1800,tc_lo_inlet_pressure_bar,1.52,bar,1.3,2.0
2026-01-01 06:00:00,DG4,640,1800,lo_inlet_temp_c,57.99,c,0,65
2026-01-01 06:00:00,DG4,640,1800,htcw_engine_outlet_temp_c,82.38,c,0,90
2026-01-01 06:00:00,DG4,640,1800,charge_air_pressure_bar,3.15,bar,0,3.5
2026-01-01 07:00:00,DG1,160,1500,engine_lo_inlet_pressure_bar,4.03,bar,3.5,4.5
2026-01-01 07:00:00,DG1,160,1500,tc_lo_inlet_pressure_bar,1.52,bar,1.3,2.0
2026-01-01 07:00:00,DG1,160,1500,lo_inlet_temp_c,58.08,c,0,65
2026-01-01 07:00:00,DG1,160,1500,htcw_engine_outlet_temp_c,81.91,c,0,90
2026-01-01 07:00:00,DG1,160,1500,charge_air_pressure_bar,2.95,bar,0,3.5
2026-01-01 07:00:00,DG2,160,1500,engine_lo_inlet_pressure_bar,4.05,bar,3.5,4.5
2026-01-01 07:00:00,DG2,160,1500,tc_lo_inlet_pressure_bar,1.65,bar,1.3,2.0
2026-01-01 07:00:00,DG2,160,1500,lo_inlet_temp_c,58.05,c,0,65
2026-01-01 07:00:00,DG2,160,1500,htcw_engine_outlet_temp_c,81.84,c,0,90
2026-01-01 07:00:00,DG2,160,1500,charge_air_pressure_bar,3.03,bar,0,3.5
2026-01-01 07:00:00,DG3,240,1800,engine_lo_inlet_pressure_bar,4.03,bar,3.5,4.5
2026-01-01 07:00:00,DG3,240,1800,tc_lo_inlet_pressure_bar,1.54,bar,1.3,2.0
2026-01-01 07:00:00,DG3,240,1800,lo_inlet_temp_c,58.12,c,0,65
2026-01-01 07:00:00,DG3,240,1800,htcw_engine_outlet_temp_c,82.05,c,0,90
2026-01-01 07:00:00,DG3,240,1800,charge_air_pressure_bar,2.99,bar,0,3.5
2026-01-01 07:00:00,DG4,480,1800,engine_lo_inlet_pressure_bar,4.09,bar,3.5,4.5
2026-01-01 07:00:00,DG4,480,1800,tc_lo_inlet_pressure_bar,1.55,bar,1.3,2.0
2026-01-01 07:00:00,DG4,480,1800,lo_inlet_temp_c,57.95,c,0,65
2026-01-01 07:00:00,DG4,480,1800,htcw_engine_outlet_temp_c,82.24,c,0,90
2026-01-01 07:00:00,DG4,480,1800,charge_air_pressure_bar,3.11,bar,0,3.5
2026-01-01 08:00:00,DG1,640,1800,engine_lo_inlet_pressure_bar,4.03,bar,3.5,4.5
2026-01-01 08:00:00,DG1,640,1800,tc_lo_inlet_pressure_bar,1.45,bar,1.3,2.0
2026-01-01 08:00:00,DG1,640,1800,lo_inlet_temp_c,58.15,c,0,65
2026-01-01 08:00:00,DG1,640,1800,htcw_engine_outlet_temp_c,82.50,c,0,90
2026-01-01 08:00:00,DG1,640,1800,charge_air_pressure_bar,3.11,bar,0,3.5
2026-01-01 08:00:00,DG2,240,1800,engine_lo_inlet_pressure_bar,4.13,bar,3.5,4.5
2026-01-01 08:00:00,DG2,240,1800,tc_lo_inlet_pressure_bar,1.64,bar,1.3,2.0
2026-01-01 08:00:00,DG2,240,1800,lo_inlet_temp_c,57.99,c,0,65
2026-01-01 08:00:00,DG2,240,1800,htcw_engine_outlet_temp_c,81.94,c,0,90
2026-01-01 08:00:00,DG2,240,1800,charge_air_pressure_bar,3.07,bar,0,3.5
2026-01-01 08:00:00,DG3,480,1800,engine_lo_inlet_pressure_bar,4.00,bar,3.5,4.5
2026-01-01 08:00:00,DG3,480,1800,tc_lo_inlet_pressure_bar,1.55,bar,1.3,2.0
2026-01-01 08:00:00,DG3,480,1800,lo_inlet_temp_c,58.13,c,0,65
2026-01-01 08:00:00,DG3,480,1800,htcw_engine_outlet_temp_c,82.37,c,0,90
2026-01-01 08:00:00,DG3,480,1800,charge_air_pressure_bar,3.14,bar,0,3.5
2026-01-01 08:00:00,DG4,640,1800,engine_lo_inlet_pressure_bar,4.00,bar,3.5,4.5
2026-01-01 08:00:00,DG4,640,1800,tc_lo_inlet_pressure_bar,1.51,bar,1.3,2.0
2026-01-01 08:00:00,DG4,640,1800,lo_inlet_temp_c,57.98,c,0,65
2026-01-01 08:00:00,DG4,640,1800,htcw_engine_outlet_temp_c,82.41,c,0,90
2026-01-01 08:00:00,DG4,640,1800,charge_air_pressure_bar,3.14,bar,0,3.5
2026-01-01 09:00:00,DG1,160,1500,engine_lo_inlet_pressure_bar,3.96,bar,3.5,4.5
2026-01-01 09:00:00,DG1,160,1500,tc_lo_inlet_pressure_bar,1.47,bar,1.3,2.0
2026-01-01 09:00:00,DG1,160,1500,lo_inlet_temp_c,58.13,c,0,65
2026-01-01 09:00:00,DG1,160,1500,htcw_engine_outlet_temp_c,81.92,c,0,90
2026-01-01 09:00:00,DG1,160,1500,charge_air_pressure_bar,2.91,bar,0,3.5
2026-01-01 09:00:00,DG2,640,1800,engine_lo_inlet_pressure_bar,4.08,bar,3.5,4.5
2026-01-01 09:00:00,DG2,640,1800,tc_lo_inlet_pressure_bar,1.64,bar,1.3,2.0
2026-01-01 09:00:00,DG2,640,1800,lo_inlet_temp_c,58.11,c,0,65
2026-01-01 09:00:00,DG2,640,1800,htcw_engine_outlet_temp_c,82.46,c,0,90
2026-01-01 09:00:00,DG2,640,1800,charge_air_pressure_bar,3.21,bar,0,3.5
2026-01-01 09:00:00,DG3,640,1800,engine_lo_inlet_pressure_bar,4.04,bar,3.5,4.5
2026-01-01 09:00:00,DG3,640,1800,tc_lo_inlet_pressure_bar,1.51,bar,1.3,2.0
2026-01-01 09:00:00,DG3,640,1800,lo_inlet_temp_c,58.13,c,0,65
2026-01-01 09:00:00,DG3,640,1800,htcw_engine_outlet_temp_c,82.61,c,0,90
2026-01-01 09:00:00,DG3,640,1800,charge_air_pressure_bar,3.06,bar,0,3.5
2026-01-01 09:00:00,DG4,160,1500,engine_lo_inlet_pressure_bar,4.00,bar,3.5,4.5
2026-01-01 09:00:00,DG4,160,1500,tc_lo_inlet_pressure_bar,1.49,bar,1.3,2.0
2026-01-01 09:00:00,DG4,160,1500,lo_inlet_temp_c,57.99,c,0,65
2026-01-01 09:00:00,DG4,160,1500,htcw_engine_outlet_temp_c,81.78,c,0,90
2026-01-01 09:00:00,DG4,160,1500,charge_air_pressure_bar,2.95,bar,0,3.5
2026-01-01 10:00:00,DG1,320,1800,engine_lo_inlet_pressure_bar,3.98,bar,3.5,4.5
2026-01-01 10:00:00,DG1,320,1800,tc_lo_inlet_pressure_bar,1.51,bar,1.3,2.0
2026-01-01 10:00:00,DG1,320,1800,lo_inlet_temp_c,58.14,c,0,65
2026-01-01 10:00:00,DG1,320,1800,htcw_engine_outlet_temp_c,82.16,c,0,90
2026-01-01 10:00:00,DG1,320,1800,charge_air_pressure_bar,2.96,bar,0,3.5
2026-01-01 10:00:00,DG2,320,1800,engine_lo_inlet_pressure_bar,4.07,bar,3.5,4.5
2026-01-01 10:00:00,DG2,320,1800,tc_lo_inlet_pressure_bar,1.67,bar,1.3,2.0
2026-01-01 10:00:00,DG2,320,1800,lo_inlet_temp_c,58.02,c,0,65
2026-01-01 10:00:00,DG2,320,1800,htcw_engine_outlet_temp_c,82.09,c,0,90
2026-01-01 10:00:00,DG2,320,1800,charge_air_pressure_bar,3.10,bar,0,3.5
2026-01-01 10:00:00,DG3,640,1800,engine_lo_inlet_pressure_bar,3.99,bar,3.5,4.5
2026-01-01 10:00:00,DG3,640,1800,tc_lo_inlet_pressure_bar,1.48,bar,1.3,2.0
2026-01-01 10:00:00,DG3,640,1800,lo_inlet_temp_c,58.20,c,0,65
2026-01-01 10:00:00,DG3,640,1800,htcw_engine_outlet_temp_c,82.62,c,0,90
2026-01-01 10:00:00,DG3,640,1800,charge_air_pressure_bar,3.13,bar,0,3.5
2026-01-01 10:00:00,DG4,240,1800,engine_lo_inlet_pressure_bar,3.98,bar,3.5,4.5
2026-01-01 10:00:00,DG4,240,1800,tc_lo_inlet_pressure_bar,1.50,bar,1.3,2.0
2026-01-01 10:00:00,DG4,240,1800,lo_inlet_temp_c,58.02,c,0,65
2026-01-01 10:00:00,DG4,240,1800,htcw_engine_outlet_temp_c,81.93,c,0,90
2026-01-01 10:00:00,DG4,240,1800,charge_air_pressure_bar,2.94,bar,0,3.5
2026-01-01 11:00:00,DG1,640,1800,engine_lo_inlet_pressure_bar,4.00,bar,3.5,4.5
2026-01-01 11:00:00,DG1,640,1800,tc_lo_inlet_pressure_bar,1.46,bar,1.3,2.0
2026-01-01 11:00:00,DG1,640,1800,lo_inlet_temp_c,58.12,c,0,65
2026-01-01 11:00:00,DG1,640,1800,htcw_engine_outlet_temp_c,82.55,c,0,90
2026-01-01 11:00:00,DG1,640,1800,charge_air_pressure_bar,3.01,bar,0,3.5
2026-01-01 11:00:00,DG2,160,1500,engine_lo_inlet_pressure_bar,4.07,bar,3.5,4.5
2026-01-01 11:00:00,DG2,160,1500,tc_lo_inlet_pressure_bar,1.61,bar,1.3,2.0
2026-01-01 11:00:00,DG2,160,1500,lo_inlet_temp_c,58.05,c,0,65
2026-01-01 11:00:00,DG2,160,1500,htcw_engine_outlet_temp_c,81.86,c,0,90
2026-01-01 11:00:00,DG2,160,1500,charge_air_pressure_bar,3.06,bar,0,3.5
2026-01-01 11:00:00,DG3,640,1800,engine_lo_inlet_pressure_bar,3.98,bar,3.5,4.5
2026-01-01 11:00:00,DG3,640,1800,tc_lo_inlet_pressure_bar,1.49,bar,1.3,2.0
2026-01-01 11:00:00,DG3,640,1800,lo_inlet_temp_c,58.22,c,0,65
2026-01-01 11:00:00,DG3,640,1800,htcw_engine_outlet_temp_c,82.64,c,0,90
2026-01-01 11:00:00,DG3,640,1800,charge_air_pressure_bar,3.05,bar,0,3.5
2026-01-01 11:00:00,DG4,640,1800,engine_lo_inlet_pressure_bar,3.95,bar,3.5,4.5
2026-01-01 11:00:00,DG4,640,1800,tc_lo_inlet_pressure_bar,1.44,bar,1.3,2.0
2026-01-01 11:00:00,DG4,640,1800,lo_inlet_temp_c,58.01,c,0,65
2026-01-01 11:00:00,DG4,640,1800,htcw_engine_outlet_temp_c,82.41,c,0,90
2026-01-01 11:00:00,DG4,640,1800,charge_air_pressure_bar,3.09,bar,0,3.5
2026-01-01 12:00:00,DG1,480,1800,engine_lo_inlet_pressure_bar,3.95,bar,3.5,4.5
2026-01-01 12:00:00,DG1,480,1800,tc_lo_inlet_pressure_bar,1.44,bar,1.3,2.0
2026-01-01 12:00:00,DG1,480,1800,lo_inlet_temp_c,58.16,c,0,65
2026-01-01 12:00:00,DG1,480,1800,htcw_engine_outlet_temp_c,82.38,c,0,90
2026-01-01 12:00:00,DG1,480,1800,charge_air_pressure_bar,3.01,bar,0,3.5
2026-01-01 12:00:00,DG2,480,1800,engine_lo_inlet_pressure_bar,4.09,bar,3.5,4.5
2026-01-01 12:00:00,DG2,480,1800,tc_lo_inlet_pressure_bar,1.57,bar,1.3,2.0
2026-01-01 12:00:00,DG2,480,1800,lo_inlet_temp_c,58.05,c,0,65
2026-01-01 12:00:00,DG2,480,1800,htcw_engine_outlet_temp_c,82.27,c,0,90
2026-01-01 12:00:00,DG2,480,1800,charge_air_pressure_bar,3.15,bar,0,3.5
2026-01-01 12:00:00,DG3,240,1800,engine_lo_inlet_pressure_bar,3.92,bar,3.5,4.5
2026-01-01 12:00:00,DG3,240,1800,tc_lo_inlet_pressure_bar,1.45,bar,1.3,2.0
2026-01-01 12:00:00,DG3,240,1800,lo_inlet_temp_c,58.22,c,0,65
2026-01-01 12:00:00,DG3,240,1800,htcw_engine_outlet_temp_c,82.12,c,0,90
2026-01-01 12:00:00,DG3,240,1800,charge_air_pressure_bar,2.95,bar,0,3.5
2026-01-01 12:00:00,DG4,160,1500,engine_lo_inlet_pressure_bar,4.01,bar,3.5,4.5
2026-01-01 12:00:00,DG4,160,1500,tc_lo_inlet_pressure_bar,1.50,bar,1.3,2.0
2026-01-01 12:00:00,DG4,160,1500,lo_inlet_temp_c,58.00,c,0,65
2026-01-01 12:00:00,DG4,160,1500,htcw_engine_outlet_temp_c,81.81,c,0,90
2026-01-01 12:00:00,DG4,160,1500,charge_air_pressure_bar,2.95,bar,0,3.5
2026-01-01 13:00:00,DG1,640,1800,engine_lo_inlet_pressure_bar,3.95,bar,3.5,4.5
2026-01-01 13:00:00,DG1,640,1800,tc_lo_inlet_pressure_bar,1.42,bar,1.3,2.0
2026-01-01 13:00:00,DG1,640,1800,lo_inlet_temp_c,58.17,c,0,65
2026-01-01 13:00:00,DG1,640,1800,htcw_engine_outlet_temp_c,82.57,c,0,90
2026-01-01 13:00:00,DG1,640,1800,charge_air_pressure_bar,3.08,bar,0,3.5
2026-01-01 13:00:00,DG2,240,1800,engine_lo_inlet_pressure_bar,4.07,bar,3.5,4.5
2026-01-01 13:00:00,DG2,240,1800,tc_lo_inlet_pressure_bar,1.60,bar,1.3,2.0
2026-01-01 13:00:00,DG2,240,1800,lo_inlet_temp_c,58.06,c,0,65
2026-01-01 13:00:00,DG2,240,1800,htcw_engine_outlet_temp_c,81.96,c,0,90
2026-01-01 13:00:00,DG2,240,1800,charge_air_pressure_bar,3.04,bar,0,3.5
2026-01-01 13:00:00,DG3,480,1800,engine_lo_inlet_pressure_bar,3.97,bar,3.5,4.5
2026-01-01 13:00:00,DG3,480,1800,tc_lo_inlet_pressure_bar,1.40,bar,1.3,2.0
2026-01-01 13:00:00,DG3,480,1800,lo_inlet_temp_c,58.26,c,0,65
2026-01-01 13:00:00,DG3,480,1800,htcw_engine_outlet_temp_c,82.43,c,0,90
2026-01-01 13:00:00,DG3,480,1800,charge_air_pressure_bar,3.00,bar,0,3.5
2026-01-01 13:00:00,DG4,160,1500,engine_lo_inlet_pressure_bar,3.97,bar,3.5,4.5
2026-01-01 13:00:00,DG4,160,1500,tc_lo_inlet_pressure_bar,1.49,bar,1.3,2.0
2026-01-01 13:00:00,DG4,160,1500,lo_inlet_temp_c,57.99,c,0,65
2026-01-01 13:00:00,DG4,160,1500,htcw_engine_outlet_temp_c,81.82,c,0,90
2026-01-01 13:00:00,DG4,160,1500,charge_air_pressure_bar,2.90,bar,0,3.5
2026-01-01 14:00:00,DG1,320,1800,engine_lo_inlet_pressure_bar,3.94,bar,3.5,4.5
2026-01-01 14:00:00,DG1,320,1800,tc_lo_inlet_pressure_bar,1.39,bar,1.3,2.0
